Name,ElectionStatus,StatusOfCandidate,SpecificParty,GeneralParty,State,Year,ElectionType,Office,IncumbencyStatus,NumberOfRecords,TotalDollars
"WERNER, ROB",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,CT,2012,STANDARD,HOUSE DISTRICT 141,CHALLENGER,2,"$25,405"
"PIECUCH, GREGORY W",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 016,CHALLENGER,4,"$25,398"
"GLYNN, KEVIN J",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,ME,2006,STANDARD,SENATE DISTRICT 007,CHALLENGER,4,"$25,390"
"KINER, DAVID WILLIAM",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 059,OPEN,2,"$25,385"
"ACKERT, TIMOTHY J",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 008,CHALLENGER,4,"$25,383"
"FLEXER, MAE",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 044,INCUMBENT,2,"$25,380"
"PIETROSKI, JOSEPH J",LOST-GENERAL,LOST,UNENROLLED,THIRD-PARTY,ME,2016,STANDARD,SENATE DISTRICT 014,OPEN,4,"$25,352"
"WRIGHT, CHRISTOPHER A",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 077,INCUMBENT,5,"$25,340"
"TALLARITA, KATHLEEN M",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 058,INCUMBENT,3,"$25,325"
"GUERRERA, ANTONIO (TONY)",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 029,INCUMBENT,2,"$25,325"
"OBRIEN, ELAINE",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 061,OPEN,2,"$25,325"
"TRAUB, WENDY A",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 065,CHALLENGER,4,"$25,324"
"BUSTIN, DAVID W",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,SENATE DISTRICT 021,OPEN,3,"$25,323"
"ARESIMOWICZ, JOSEPH",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 030,INCUMBENT,2,"$25,300"
"NARDELLO, VITTORINA ORSINI (VICKIE)",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 089,INCUMBENT,2,"$25,300"
"SACHDEV, MANMOHAN C",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 060,CHALLENGER,4,"$25,295"
"LOCKWOOD, ANDREW R",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 039,CHALLENGER,1,"$25,280"
"DEABAY, EMERY A",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,ME,2012,STANDARD,SENATE DISTRICT 031,OPEN,4,"$25,279"
"VILLEGAS, BETTY",LOST-PRIMARY,LOST,DEMOCRATIC,DEMOCRATIC,AZ,2018,STANDARD,SENATE DISTRICT 003,OPEN,3,"$25,263"
"FAWCETT, KIMBERLY",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 133,INCUMBENT,3,"$25,261"
"CARTIER, CYNTHIA (CINDY)",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 098,CHALLENGER,4,"$25,255"
"LAVIELLE, GAIL M",WON-GENERAL,WON,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 143,CHALLENGER,3,"$25,252"
"DEAN, PATRICK",LOST-GENERAL,LOST,INDEPENDENCE,THIRD-PARTY,MN,2014,STANDARD,AUDITOR,CHALLENGER,1,"$25,232"
"HELLAND, BOB",LOST-GENERAL,LOST,INDEPENDENCE,THIRD-PARTY,MN,2014,STANDARD,SECRETARY OF STATE,OPEN,1,"$25,232"
"HEWETT, ERNEST (ERNIE)",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 039,INCUMBENT,3,"$25,230"
"LAWTON, BARBARA",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,WI,2002,STANDARD,GOVERNOR / LIEUTENANT GOVERNOR,CHALLENGER,1,"$25,177"
"CASASANTA, MEG",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 027,CHALLENGER,2,"$25,150"
"LEONE, CARLO L",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 148,INCUMBENT,4,"$25,140"
"NEAL, KEN",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 108,OPEN,2,"$25,128"
"SAWYER JR, W TOM",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,ME,2008,STANDARD,SENATE DISTRICT 032,CHALLENGER,7,"$25,124"
"OBRIEN, TIM",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2010,STANDARD,HOUSE DISTRICT 024,INCUMBENT,3,"$25,104"
"DENSKI, JACQUI D",LOST-GENERAL,LOST,DEMOCRATIC,DEMOCRATIC,CT,2008,STANDARD,HOUSE DISTRICT 078,CHALLENGER,1,"$25,075"
"FRENCH, JOHN E",LOST-GENERAL,LOST,REPUBLICAN,REPUBLICAN,CT,2010,STANDARD,HOUSE DISTRICT 049,CHALLENGER,2,"$25,068"
"CHEWNING, GENE",LOST-GENERAL,LOST,INDEPENDENT,THIRD-PARTY,AZ,2010,STANDARD,HOUSE DISTRICT 027,OPEN,1,"$25,059"
"EWOLDT, DAVE",LOST-GENERAL,LOST,INDEPENDENT,THIRD-PARTY,AZ,2010,STANDARD,SENATE DISTRICT 028,CHALLENGER,1,"$25,059"
"FINE, BRENT",LOST-GENERAL,LOST,INDEPENDENT,THIRD-PARTY,AZ,2012,STANDARD,HOUSE DISTRICT 018,CHALLENGER,2,"$25,053"
"BOUKUS, ELIZABETH (BETTY) A",WON-GENERAL,WON,DEMOCRATIC,DEMOCRATIC,CT,2008,STANDARD,HOUSE DISTRICT 022,INCUMBENT,2,"$25,025"
